"Task_ID","Coupon_Title"
"477576","50元優惠券"
"477577","邀請獎勵"
"477585","註冊優惠"
"477588","嗨到集點-三點獎勵"
"477604","優惠券"
"477611","會員回饋"
"477621","信用卡綁定優惠"
"477623","優惠券"
"477629","信用卡綁定優惠"
"477633","鑽石會員升等禮"
"477650","優惠券"
"477670","邀請優惠"
"477673","特約合作優惠"
"477674","嗨到集點-六點獎勵"
"477679","邀請優惠"
"477680","優惠券"
"477683","白銀會員升等禮"
"477685","舊用戶完成搭乘每趟里程可折抵代駕金 NT100 元優惠禮遇"
"477688","優惠券"
"477690","優惠券"
"477697","黃金會員升等禮"
"477701","優惠券"
"477704","註冊優惠"
"477705","優惠券"
"477710","特約合作優惠"
"477713","50元優惠券"
"477716","50元優惠券"
"477723","優惠券"
"477725","嗨到集點-三點獎勵"
"477744","黑鑽會員升等禮"
"477747","黃金會員生日禮"
"477750","特約合作優惠"
"477751","黃金會員生日禮"
"477756","優惠券"
"477770","特約合作優惠"
"477771","50元優惠券"
"477782","鑽石會員升等禮"
"477787","嗨到集點-六點獎勵"
"477790","50元優惠券"
"477794","特約合作優惠"
"477795","白銀會員升等禮"
"477807","優惠券"
"477820","特約合作優惠"
"477827","50元優惠券"
"477832","註冊優惠"
"477840","註冊優惠"
"477855","註冊優惠"
"477856","註冊優惠"
"477873","註冊優惠"
"477885","註冊優惠"
"477887","特約合作優惠"
"477898","優惠券"
"477903","小小霖測試用"
"477904","小小霖測試用"
"477908","白銀會員升等禮"
"477920","50元優惠券"
"477926","優惠券"
"477949","註冊優惠"
"477962","會員計畫升級優惠"
"477973","白銀會員生日禮"
"477978","註冊優惠"
"477984","優惠券"
"477987","優惠券"
"477989","信用卡綁定優惠"
"477991","嗨到集點-六點獎勵"
"478006","白銀會員生日禮"
"478009","邀請優惠"
"478012","註冊優惠"
"478018","50元優惠券"
"478028","白銀會員升等禮"
"478034","信用卡綁定優惠"
"478038","白銀會員升等禮"
"478040","嗨到集點-三點獎勵"
"478041","台新卡友禮遇"
"478043","嗨到集點-三點獎勵"
"478053","邀請優惠"
"478068","註冊優惠"
"478075","嗨到集點-三點獎勵"
"478082","白銀會員升等禮"
"478107","註冊優惠"
"478121","黃金會員升等禮"
"478125","信用卡綁定優惠"
"478128","50元優惠券"
"478137","註冊優惠"
"478138","信用卡綁定優惠"
"478151","優惠券"
"478153","50元優惠券"
"478154","信用卡綁定優惠"
"478170","註冊優惠"
"478172","鑽石會員升等禮"
"478177","嗨到集點-三點獎勵"
"478187","優惠券"
"478191","白銀會員升等禮"
"478197","台新信用卡首用優惠"
"478210","黃金會員升等禮"
"478211","嗨到集點-三點獎勵"
"478220","邀請獎勵"
"478222","白銀會員生日禮"
"478224","註冊優惠"
"478225","優惠券"
"478226","優惠券"
"478230","註冊優惠"
"478232","註冊優惠"
"478234","註冊優惠"
"478235","註冊優惠"
"478247","優惠券"
"478249","50元優惠券"
"478253","優惠券"
"478257","優惠券"
"478274","台新信用卡首用優惠"
"478275","嗨到集點-三點獎勵"
"478282","優惠券"
"478285","優惠券"
"478297","優惠券"
"478313","特約合作優惠"
"478314","嗨到集點-三點獎勵"
"478319","50元優惠券"
"478323","50元優惠券"
"478324","鑽石會員升等禮"
"478327","鑽石會員升等禮"
"478333","註冊優惠"
"478334","白銀會員升等禮"
"478336","黃金會員生日禮"
"478339","邀請獎勵"
"478343","註冊優惠"
"478344","50元優惠券"
"478347","50元優惠券"
"478348","50元優惠券"
"478351","嗨到集點-三點獎勵"
"478354","嗨到集點-六點獎勵"
"478355","嗨到集點-六點獎勵"
"478360","白銀會員升等禮"
"478372","信用卡綁定優惠"
"478373","鑽石會員升等禮"
"478382","優惠券"
"478385","50元優惠券"
"478401","鑽石會員升等禮"
"478414","50元優惠券"
"478426","50元優惠券"
"478429","白銀會員升等禮"
"478431","50元優惠券"
"478475","會員回饋"
"478484","50元優惠券"
"478486","信用卡綁定優惠"
"478492","優惠券"
"478499","特約合作優惠"
"478502","優惠券"
"478510","優惠券"
"478526","註冊優惠"
"478528","嗨到集點-六點獎勵"
"478529","嗨到集點-六點獎勵"
"478533","白銀會員生日禮"
"478535","信用卡綁定優惠"
"478552","優惠券"
"478555","信用卡綁定優惠"
"478558","信用卡綁定優惠"
"478559","邀請優惠"
"478562","信用卡綁定優惠"
"478565","信用卡綁定優惠"
"478575","邀請優惠"
"478576","優惠券"
"478595","50元優惠券"
"478598","嗨到集點-六點獎勵"
"478603","白銀會員生日禮"
"478604","註冊優惠"
"478610","註冊優惠"
"478620","註冊優惠"
"478628","特約合作優惠"
"478629","註冊優惠"
"478640","黃金會員升等禮"
"478646","信用卡綁定優惠"
"478649","信用卡綁定優惠"
"478650","黃金會員升等禮"
"478658","註冊優惠"
"478660","會員回饋"
"478667","註冊優惠"
"478673","白銀會員升等禮"
"478675","優惠券"
"478686","嗨到集點-六點獎勵"
"478700","優惠券"
"478704","特約合作優惠"
"478707","白銀會員生日禮"
"478715","優惠券"
"478723","註冊優惠"
"478724","台新信用卡首用優惠"
"478739","優惠券"
"478777","鑽石會員升等禮"
"478779","嗨到集點-三點獎勵"
"478789","會員計畫升級優惠"
"478809","50元優惠券"
"478814","優惠券"
"478818","註冊優惠"
"478822","註冊優惠"
"478831","黃金會員升等禮"
"478832","黃金會員升等禮"
"478854","信用卡綁定優惠"
"478857","邀請獎勵"
"478860","註冊優惠"
"478877","白銀會員升等禮"
"478882","會員計畫升級優惠"
"478884","優惠券"
"478889","嗨到集點-六點獎勵"
"478894","註冊優惠"
"478895","50元優惠券"
"478913","優惠券"
"478924","優惠券"
"478927","邀請獎勵"
"478929","信用卡綁定優惠"
"478934","白銀會員升等禮"
"478942","優惠券"
"478944","註冊優惠"
"478949","50元優惠券"
"478951","優惠券"
"478960","白銀會員升等禮"
"478980","黑鑽會員升等禮"
"478983","白銀會員生日禮"
"478993","註冊優惠"
"479000","註冊優惠"
"479004","優惠券"
"479006","50元優惠券"
"479014","優惠券"
"479041","邀請優惠"
"479063","台新卡友禮遇"
"479068","推播優惠"
"479071","台新卡友禮遇"
"479085","50元優惠券"
"479090","註冊優惠"
"479099","邀請優惠"
"479109","邀請優惠"
"479123","註冊優惠"
"479124","優惠券"
"479138","50元優惠券"
"479141","優惠券"
"479142","優惠券"
"479150","註冊優惠"
"479162","註冊優惠"
"479182","eTag合作優惠"
"479184","優惠券"
"479190","註冊優惠"
"479213","註冊優惠"
"479216","註冊優惠"
"479224","優惠券"
"479226","優惠券"
"479232","註冊優惠"
"479237","白銀會員升等禮"
"479269","邀請優惠"
"479284","黃金會員升等禮"
"479290","邀請優惠"
"479295","註冊優惠"
"479316","會員計畫升級優惠"
"479322","優惠券"
"479332","50元優惠券"
"479333","註冊優惠"
"479335","50元優惠券"
"479346","註冊優惠"
"479352","優惠券"
"479355","幫朋友叫代駕獎勵"
"479365","黑鑽會員升等禮"
"479369","50元優惠券"
"479373","信用卡綁定優惠"
"479380","50元優惠券"
"479384","邀請獎勵"
"479385","註冊優惠"
"479387","嗨到集點-三點獎勵"
"479396","邀請獎勵"
"479398","註冊優惠"
"479410","註冊優惠"
"479417","白銀會員升等禮"
"479419","50元優惠券"
"479423","白銀會員生日禮"
"479427","嗨到集點-三點獎勵"
"479430","優惠券"
"479433","白銀會員升等禮"
"479439","註冊優惠"
"479441","幫朋友叫代駕獎勵"
"479442","白銀會員升等禮"
"479449","50元優惠券"
"479468","註冊優惠"
"479472","邀請優惠"
"479480","黑鑽會員升等禮"
"479481","特約合作優惠"
"479484","邀請獎勵"
"479488","信用卡綁定優惠"
"479489","信用卡綁定優惠"
"479490","信用卡綁定優惠"
"479512","邀請優惠"
"479514","鑽石會員升等禮"
"479528","註冊優惠"
"479530","優惠券"
"479535","信用卡綁定優惠"
"479541","白銀會員升等禮"
"479543","註冊優惠"
"479544","註冊優惠"
"479547","白銀會員升等禮"
"479548","邀請優惠"
"479550","信用卡綁定優惠"
"479555","嗨到集點-三點獎勵"
"479563","特約合作優惠"
"479568","信用卡綁定優惠"
"479603","註冊優惠"
"479632","邀請獎勵"
"479633","優惠券"
"479636","註冊優惠"
"479638","註冊優惠"
"479642","信用卡綁定優惠"
"479662","邀請優惠"
"479666","註冊優惠"
"479672","嗨到集點-三點獎勵"
"479678","信用卡綁定優惠"
"479681","白銀會員升等禮"
"479684","黃金會員升等禮"
"479688","黃金會員升等禮"
"479696","白銀會員生日禮"
"479698","邀請優惠"
"479707","優惠券"
"479721","黃金會員升等禮"
"479722","信用卡綁定優惠"
"479728","會員計畫升級優惠"
"479733","台新信用卡首用優惠"
"479741","註冊優惠"
"479742","邀請優惠"
"479747","註冊優惠"
"479748","鑽石會員升等禮"
"479750","邀請優惠"
"479770","註冊優惠"
"479774","白銀會員升等禮"
"479778","優惠券"
"479785","台新卡友禮遇"
"479790","註冊優惠"
"479802","邀請優惠"
"479804","50元優惠券"
"479814","嗨到集點-三點獎勵"
"479817","50元優惠券"
"479820","幫朋友叫代駕獎勵"
"479847","註冊優惠"
"479859","邀請優惠"
"479860","邀請優惠"
"479865","註冊優惠"
"479886","優惠券"
"479895","50元優惠券"
"479904","註冊優惠"
"479914","信用卡綁定優惠"
"479919","邀請優惠"
"479926","信用卡綁定優惠"
"479931","白銀會員升等禮"
"479934","優惠券"
"479935","優惠券"
"479942","50元優惠券"
"479943","優惠券"
"479945","優惠券"
"479946","邀請優惠"
"479951","嗨到集點-六點獎勵"
"479965","嗨到集點-六點獎勵"
"479970","嗨到集點-六點獎勵"
"479974","優惠券"
"479988","註冊優惠"
"480001","優惠券"
"480011","50元優惠券"
"480019","白銀會員升等禮"
"480024","鑽石會員升等禮"
"480041","優惠券"
"480042","邀請優惠"
"480045","註冊優惠"
"480050","邀請優惠"
"480061","白銀會員升等禮"
"480064","註冊優惠"
"480065","台新卡友禮遇"
"480071","50元優惠券"
"480073","優惠券"
"480078","貴賓禮遇"
"480083","邀請獎勵"
"480090","註冊優惠"
"480092","信用卡綁定優惠"
"480093","註冊優惠"
"480100","註冊優惠"
"480118","優惠券"
"480119","註冊優惠"
"480121","註冊優惠"
"480127","兆豐頂級卡友2020優惠"
"480133","eTag合作優惠"
"480140","邀請優惠"
"480142","註冊優惠"
"480162","優惠券"
"480163","特約合作優惠"
"480191","黃金會員生日禮"
"480198","註冊優惠"
"480200","嗨到集點-三點獎勵"
"480202","白銀會員升等禮"
"480205","推廣優惠"
"480212","註冊優惠"
"480218","50元優惠券"
"480223","邀請獎勵"
"480224","優惠券"
"480225","邀請優惠"
"480226","邀請優惠"
"480228","50元優惠券"
"480237","註冊優惠"
"480260","白銀會員升等禮"
"480264","邀請優惠"
"480265","50元優惠券"
"480268","推廣優惠"
"480276","嗨到集點-六點獎勵"
"480278","註冊優惠"
"480279","邀請優惠"
"480282","信用卡綁定優惠"
"480290","信用卡綁定優惠"
"480300","鑽石會員升等禮"
"480302","邀請優惠"
"480303","50元優惠券"
"480314","邀請優惠"
"480323","註冊優惠"
"480324","註冊優惠"
"480327","嗨到集點-六點獎勵"
"480333","嗨到集點-六點獎勵"
"480339","50元優惠券"
"480341","註冊優惠"
"480342","邀請獎勵"
"480347","白銀會員升等禮"
"480364","註冊優惠"
"480371","註冊優惠"
"480391","鑽石會員升等禮"
"480404","邀請獎勵"
"480413","註冊優惠"
"480416","註冊優惠"
"480427","邀請優惠"
"480435","優惠券"
"480445","邀請獎勵"
"480449","優惠券"
"480462","邀請優惠"
"480465","註冊優惠"
"480466","台新信用卡首用優惠"
"480468","註冊優惠"
"480493","信用卡綁定優惠"
"480495","信用卡綁定優惠"
"480514","嗨到集點-三點獎勵"
"480519","邀請優惠"
"480532","註冊優惠"
"480534","邀請優惠"
"480536","黃金會員升等禮"
"480550","50元優惠券"
"480558","邀請優惠"
"480561","特約合作優惠"
"480563","特約合作優惠"
"480564","會員計畫升級優惠"
"480571","邀請獎勵"
"480572","邀請優惠"
"480577","註冊優惠"
"480581","註冊優惠"
"480602","優惠券"
"480614","白銀會員升等禮"
"480615","優惠券"
"480618","邀請優惠"
"480620","註冊優惠"
"480647","白銀會員升等禮"
"480659","註冊優惠"
"480667","嗨到集點-六點獎勵"
"480669","台新卡友禮遇"
"480673","註冊優惠"
"480678","邀請獎勵"
"480680","信用卡綁定優惠"
"480683","幫朋友叫代駕獎勵"
"480688","50元優惠券"
"480704","白銀會員升等禮"
"480710","註冊優惠"
"480713","邀請優惠"
"480745","50元優惠券"
"480747","50元優惠券"
"480748","50元優惠券"
"480752","新安東京海上獨享優惠"
"480753","白銀會員升等禮"
"480760","優惠券"
"480790","白銀會員升等禮"
"480792","嗨到集點-六點獎勵"
"480806","嗨到集點-六點獎勵"
"480808","白銀會員生日禮"
"480810","優惠券"
"480814","註冊優惠"
"480816","註冊優惠"
"480821","優惠券"
"480825","邀請優惠"
"480829","優惠券"
"480839","台新信用卡首用優惠"
"480847","註冊優惠"
"480848","註冊優惠"
"480854","註冊優惠"
"480856","邀請優惠"
"480858","邀請獎勵"
"480866","註冊優惠"
"480872","黃金會員生日禮"
"480874","50元優惠券"
"480879","註冊優惠"
"480881","台新卡友禮遇"
"480882","台新卡友禮遇"
"480886","幫朋友叫代駕獎勵"
"480890","50元優惠券"
"480895","註冊優惠"
"480901","註冊優惠"
"480904","邀請優惠"
"480907","白銀會員升等禮"
"480910","優惠券"
"480916","信用卡綁定優惠"
"480918","註冊優惠"
"480925","優惠券"
"480932","優惠券"
"480933","50元優惠券"
"480941","嗨到集點-三點獎勵"
"480942","優惠券"
"480946","白銀會員升等禮"
"480949","邀請優惠"
"480950","優惠券"
"480957","優惠券"
"480965","註冊優惠"
"480975","台新卡友禮遇"
"480976","台新卡友禮遇"
"480983","註冊優惠"
"480984","註冊優惠"
"480989","註冊優惠"
"480990","優惠券"
"480995","註冊優惠"
"481003","黃金會員升等禮"
"481022","註冊優惠"
"481025","邀請獎勵"
"481027","邀請獎勵"
"481032","優惠券"
"481039","邀請優惠"
"481042","邀請優惠"
"481045","白銀會員升等禮"
"481049","邀請獎勵"
"481060","50元優惠券"
"481066","註冊優惠"
"481072","信用卡綁定優惠"
"481073","邀請優惠"
"481075","註冊優惠"
"481082","註冊優惠"
"481087","邀請優惠"
"481089","註冊優惠"
"481090","邀請獎勵"
"481099","邀請獎勵"
"481117","特約合作優惠"
"481122","邀請優惠"
"481133","邀請獎勵"
"481135","台新信用卡首用優惠"
"481140","50元優惠券"
"481149","白銀會員升等禮"
"481151","優惠券"
"481163","註冊優惠"
"481170","註冊優惠"
"481171","註冊優惠"
"481177","優惠券"
"481184","信用卡綁定優惠"
"481186","50元優惠券"
"481193","註冊優惠"
"481197","邀請優惠"
"481204","白銀會員升等禮"
"481205","50元優惠券"
"481209","註冊優惠"
"481214","註冊優惠"
"481215","白銀會員升等禮"
"481218","嗨到集點-六點獎勵"
"481233","註冊優惠"
"481238","邀請優惠"
"481240","信用卡綁定優惠"
"481244","特約合作優惠"
"481247","嗨到集點-三點獎勵"
"481256","信用卡綁定優惠"
"481262","白銀會員升等禮"
"481275","註冊優惠"
"481276","白銀會員升等禮"
"481277","邀請優惠"
"481285","信用卡綁定優惠"
"481286","黑鑽會員升等禮"
"481290","鑽石會員升等禮"
"481294","邀請獎勵"
"481296","50元優惠券"
"481298","註冊優惠"
"481299","註冊優惠"
"481313","註冊優惠"
"481327","50元優惠券"
"481329","白銀會員升等禮"
"481330","幫朋友叫代駕獎勵"
"481331","嗨到集點-三點獎勵"
"481341","鑽石會員升等禮"
"481347","邀請獎勵"
"481353","優惠券"
"481354","嗨到集點-三點獎勵"
"481362","嗨到集點-六點獎勵"
"481363","註冊優惠"
"481366","白銀會員升等禮"
"481367","註冊優惠"
"481368","註冊優惠"
"481373","信用卡綁定優惠"
"481375","邀請獎勵"
"481376","邀請優惠"
"481378","優惠券"
"481387","嗨到集點-六點獎勵"
"481390","優惠券"
"481395","50元優惠券"
"481403","嗨到集點-六點獎勵"
"481408","優惠券"
"481417","邀請優惠"
"481420","註冊優惠"
"481432","嗨到集點-三點獎勵"
"481436","邀請優惠"
"481446","邀請優惠"
"481447","50元優惠券"
"481468","鑽石會員生日禮"
"481470","50元優惠券"
"481479","嗨到集點-六點獎勵"
"481480","嗨到集點-六點獎勵"
"481489","優惠券"
"481490","信用卡綁定優惠"
"481498","會員計畫升級優惠"
"481499","黃金會員升等禮"
"481514","邀請優惠"
"481516","註冊優惠"
"481520","註冊優惠"
"481527","註冊優惠"
"481530","邀請優惠"
"481534","嗨到集點-六點獎勵"
"481543","註冊優惠"
"481544","優惠券"
"481546","註冊優惠"
"481547","鑽石會員升等禮"
"481559","白銀會員升等禮"
"481567","註冊優惠"
"481575","幫朋友叫代駕獎勵"
"481582","信用卡綁定優惠"
"481585","嗨到集點-六點獎勵"
"481595","信用卡綁定優惠"
"481597","註冊優惠"
"481598","註冊優惠"
"481603","鑽石會員升等禮"
"481604","嗨到集點-六點獎勵"
"481607","邀請優惠"
"481609","註冊優惠"
"481626","信用卡綁定優惠"
"481635","優惠券"
"481648","嗨到集點-六點獎勵"
"481660","台新卡友禮遇"
"481664","註冊優惠"
"481671","優惠券"
"481672","50元優惠券"
"481676","白銀會員升等禮"
"481703","註冊優惠"
"481705","註冊優惠"
"481714","50元優惠券"
"481716","優惠券"
"481727","註冊優惠"
"481731","eTag合作優惠"
"481738","註冊優惠"
"481743","信用卡綁定優惠"
"481748","優惠券"
"481755","註冊優惠"
"481757","優惠券"
"481765","50元優惠券"
"481782","註冊優惠"
"481787","鑽石會員升等禮"
"481797","50元優惠券"
"481800","兆豐頂級卡友2020優惠"
"481803","幫朋友叫代駕獎勵"
"481804","註冊優惠"
"481805","優惠券"
"481815","邀請獎勵"
"481816","優惠券"
"481818","註冊優惠"
"481822","註冊優惠"
"481829","信用卡綁定優惠"
"481831","信用卡綁定優惠"
"481835","邀請優惠"
"481842","優惠券"
"481847","台新信用卡首用優惠"
"481848","台新卡友禮遇"
"481858","邀請優惠"
"481865","信用卡綁定優惠"
"481866","50元優惠券"
"481871","優惠券"
"481872","嗨到集點-三點獎勵"
"481879","邀請優惠"
"481887","優惠券"
"481893","優惠券"
"481911","特約合作優惠"
"481921","邀請優惠"
"481922","註冊優惠"
"481923","特約合作優惠"
"481928","註冊優惠"
"481929","50元優惠券"
"481933","註冊優惠"
"481935","信用卡綁定優惠"
"481942","信用卡綁定優惠"
"481949","嗨到集點-三點獎勵"
"481952","註冊優惠"
"481962","註冊優惠"
"481963","註冊優惠"
"481964","註冊優惠"
"481965","嗨到集點-三點獎勵"
"481966","註冊優惠"
"481990","幫朋友叫代駕獎勵"
"481991","幫朋友叫代駕獎勵"
"481995","白銀會員升等禮"
"481997","50元優惠券"
"481998","特約合作優惠"
"482011","註冊優惠"
"482017","白銀會員生日禮"
"482018","台新卡友禮遇"
"482021","信用卡綁定優惠"
"482023","註冊優惠"
"482025","註冊優惠"
"482031","50元優惠券"
"482037","註冊優惠"
"482046","註冊優惠"
"482048","邀請優惠"
"482050","白銀會員生日禮"
"482060","邀請優惠"
"482067","黃金會員升等禮"
"482074","信用卡綁定優惠"
"482082","邀請優惠"
"482087","註冊優惠"
"482088","註冊優惠"
"482110","50元優惠券"
"482123","信用卡綁定優惠"
"482125","註冊優惠"
"482155","優惠券"
"482158","50元優惠券"
"482159","台新卡友禮遇"
"482166","註冊優惠"
"482170","嗨到集點-三點獎勵"
"482172","優惠券"
"482177","台新卡友禮遇"
"482178","台新卡友禮遇"
"482194","註冊優惠"
"482196","黑鑽會員升等禮"
"482197","黑鑽會員升等禮"
"482201","註冊優惠"
"482205","鑽石會員生日禮"
"482206","註冊優惠"
"482209","邀請優惠"
"482231","特約合作優惠"
"482233","黃金會員升等禮"
"482234","信用卡綁定優惠"
"482239","註冊優惠"
"482270","邀請優惠"
"482272","嗨到集點-三點獎勵"
"482288","優惠券"
"482292","註冊優惠"
"482301","註冊優惠"
"482304","註冊優惠"
"482308","邀請優惠"
"482309","邀請優惠"
"482318","優惠券"
"482324","註冊優惠"
"482325","註冊優惠"
"482329","優惠券"
"482334","鑽石會員生日禮"
"482335","註冊優惠"
"482336","註冊優惠"
"482346","註冊優惠"
"482347","註冊優惠"
"482355","白銀會員升等禮"
"482361","50元優惠券"
"482372","優惠券"
"482376","邀請獎勵"
"482381","嗨到集點-六點獎勵"
"482382","優惠券"
"482390","信用卡綁定優惠"
"482396","白銀會員升等禮"
"482409","註冊優惠"
"482421","註冊優惠"
"482425","會員計畫升級優惠"
"482429","註冊優惠"
"482440","邀請優惠"
"482441","白銀會員升等禮"
"482443","邀請優惠"
"482446","優惠券"
"482452","註冊優惠"
"482456","黃金會員升等禮"
"482467","註冊優惠"
"482472","邀請優惠"
"482479","白銀會員升等禮"
"482482","嗨到集點-三點獎勵"
"482483","黃金會員升等禮"
"482490","邀請獎勵"
"482501","信用卡綁定優惠"
"482512","註冊優惠"
"482513","邀請優惠"
"482524","50元優惠券"
"482532","邀請優惠"
"482534","邀請優惠"
"482540","白銀會員升等禮"
"482544","嗨到集點-六點獎勵"
"482546","註冊優惠"
"482547","優惠券"
"482548","白銀會員升等禮"
"482549","嗨到集點-六點獎勵"
"482553","白銀會員升等禮"
"482557","鑽石會員升等禮"
"482560","邀請優惠"
"482561","邀請獎勵"
"482568","白銀會員升等禮"
"482571","優惠券"
"482572","優惠券"
"482574","優惠券"
"482579","優惠券"
"482580","註冊優惠"
"482586","白銀會員升等禮"
"482588","嗨到集點-六點獎勵"
"482589","50元優惠券"
"482593","新安東京海上獨享優惠"
"482598","註冊優惠"
"482599","白銀會員生日禮"
"482604","註冊優惠"
"482632","優惠券"
"482636","50元優惠券"
"482641","eTag合作優惠"
"482654","優惠券"
"482672","註冊優惠"
"482675","註冊優惠"
"482692","註冊優惠"
"482704","邀請獎勵"
"482714","註冊優惠"
"482735","嗨到集點-六點獎勵"
"482746","白銀會員生日禮"
"482762","註冊優惠"
"482766","會員計畫升級優惠"
"482773","邀請優惠"
"482783","註冊優惠"
"482798","邀請獎勵"
"482805","註冊優惠"
"482810","信用卡綁定優惠"
"482813","50元優惠券"
"482820","白銀會員升等禮"
"482824","鑽石會員升等禮"
"482826","邀請優惠"
"482829","註冊優惠"
"482847","註冊優惠"
"482848","台新卡友禮遇"
"482854","50元優惠券"
"482858","嗨到集點-六點獎勵"
"482860","黑鑽會員升等禮"
"482866","邀請獎勵"
"482867","註冊優惠"
"482874","鑽石會員升等禮"
"482887","信用卡綁定優惠"
"482890","50元優惠券"
"482896","白銀會員生日禮"
"482898","邀請優惠"
"482902","嗨到集點-三點獎勵"
"482909","註冊優惠"
"482912","嗨到集點-三點獎勵"
"482925","註冊優惠"
"482927","50元優惠券"
"482938","鑽石會員生日禮"
"482952","白銀會員升等禮"
"482958","信用卡綁定優惠"
"482962","台新信用卡首用優惠"
"482987","特約合作優惠"
"482990","信用卡綁定優惠"
"482996","嗨到集點-六點獎勵"
"483008","台新卡友禮遇"
"483010","優惠券"
"483017","50元優惠券"
"483018","信用卡綁定優惠"
"483022","嗨到集點-六點獎勵"
"483029","信用卡綁定優惠"
"483034","優惠券"
"483037","邀請優惠"
"483039","優惠券"
"483053","註冊優惠"
"483055","台新卡友禮遇"
"483060","嗨到集點-三點獎勵"
"483061","信用卡綁定優惠"
"483071","邀請獎勵"
"483093","註冊優惠"
"483099","特約合作優惠"
"483117","嗨到集點-六點獎勵"
"483126","嗨到集點-六點獎勵"
"483128","優惠券"
"483129","50元優惠券"
"483130","邀請獎勵"
"483134","50元優惠券"
"483138","信用卡綁定優惠"
"483140","信用卡綁定優惠"
"483142","嗨到集點-六點獎勵"
"483146","註冊優惠"
"483147","邀請優惠"
"483165","嗨到集點-三點獎勵"
"483168","嗨到集點-三點獎勵"
"483171","嗨到集點-三點獎勵"
"483178","註冊優惠"
"483188","特約合作優惠"
"483201","註冊優惠"
"483205","優惠券"
"483224","註冊優惠"
"483225","優惠券"
"483227","邀請優惠"
"483235","邀請優惠"
"483250","貴賓公關券"
"483262","優惠券"
"483272","註冊優惠"
"483273","註冊優惠"
"483278","白銀會員升等禮"
"483297","註冊優惠"
"483304","嗨到集點-六點獎勵"
"483305","優惠券"
"483330","嗨到集點-六點獎勵"
"483338","註冊優惠"
"483340","幫朋友叫代駕獎勵"
"483343","優惠券"
"483354","嗨到集點-六點獎勵"
"483355","優惠券"
"483359","嗨到集點-六點獎勵"
"483368","台新信用卡首用優惠"
"483376","優惠券"
"483377","鑽石會員生日禮"
"483390","白銀會員升等禮"
"483410","台新信用卡首用優惠"
"483413","鑽石會員升等禮"
"483430","優惠券"
"483431","鑽石會員升等禮"
"483442","黃金會員生日禮"
"483443","台新卡友禮遇"
"483458","註冊優惠"
"483473","邀請獎勵"
"483474","邀請獎勵"
"483486","邀請優惠"
"483491","白銀會員升等禮"
"483495","註冊優惠"
"483513","優惠券"
"483518","邀請優惠"
"483527","信用卡綁定優惠"
"483536","註冊優惠"
"483558","註冊優惠"
"483574","優惠券"
"483578","優惠券"
"483593","優惠券"
"483596","嗨到集點-三點獎勵"
"483599","邀請獎勵"
"483600","白銀會員升等禮"
"483627","黃金會員升等禮"
"483633","註冊優惠"
"483637","邀請獎勵"
"483659","註冊優惠"
"483667","邀請獎勵"
"483692","註冊優惠"
"483701","白銀會員生日禮"
"483704","註冊優惠"
"483716","註冊優惠"
"483731","嗨到集點-三點獎勵"
"483736","嗨到集點-三點獎勵"
"483763","註冊優惠"
"483778","邀請優惠"
"483787","推播優惠"
"483788","邀請優惠"
"483789","邀請優惠"
"483808","鑽石會員升等禮"
"483809","推播優惠"
"483811","註冊優惠"
"483814","註冊優惠"
"483832","註冊優惠"
"483835","信用卡綁定優惠"
"483837","註冊優惠"
"483855","推播優惠"
"483856","嗨到集點-三點獎勵"
"483857","嗨到集點-三點獎勵"
"483861","台新卡友禮遇"
"483864","註冊優惠"
"483866","註冊優惠"
"483870","邀請優惠"
"483871","註冊優惠"
"483877","註冊優惠"
"483879","台新卡友禮遇"
"483885","優惠券"
"483893","嗨到集點-三點獎勵"
"483904","嗨到集點-三點獎勵"
"483919","白銀會員升等禮"
"483925","鑽石會員生日禮"
"483926","邀請獎勵"
"483933","優惠券"
"483934","註冊優惠"
"483963","信用卡綁定優惠"
"483965","優惠券"
"483968","特約合作優惠"
"483969","嗨到集點-六點獎勵"
"483970","特約合作優惠"
"483972","註冊優惠"
"483973","幫朋友叫代駕獎勵"
"483977","優惠券"
"483985","邀請優惠"
"483986","白銀會員升等禮"
"483988","白銀會員升等禮"
"483989","註冊優惠"
"484009","邀請優惠"
"484012","註冊優惠"
"484014","eTag合作優惠"
"484016","註冊優惠"
"484017","優惠券"
"484019","嗨到集點-三點獎勵"
"484021","邀請優惠"
"484027","嗨到集點-六點獎勵"
"484032","信用卡綁定優惠"
"484035","嗨到集點-三點獎勵"
"484036","嗨到集點-三點獎勵"
"484038","註冊優惠"
"484045","註冊優惠"
"484051","白銀會員生日禮"
"484058","鑽石會員升等禮"
"484059","台新卡友禮遇"
"484062","嗨到集點-六點獎勵"
"484066","註冊優惠"
"484074","特約合作優惠"
"484087","嗨到集點-三點獎勵"
"484092","邀請優惠"
"484093","註冊優惠"
"484098","優惠券"
"484100","嗨到集點-三點獎勵"
"484101","信用卡綁定優惠"
"484109","優惠券"
"484114","優惠券"
"484119","註冊優惠"
"484134","嗨到集點-三點獎勵"
"484147","嗨到集點-三點獎勵"
"484148","註冊優惠"
"484149","註冊優惠"
"484152","邀請獎勵"
"484165","註冊優惠"
"484166","白銀會員升等禮"
"484167","鑽石會員升等禮"
"484169","註冊優惠"
"484176","台新信用卡首用優惠"
"484186","註冊優惠"
"484188","白銀會員升等禮"
"484192","註冊優惠"
"484193","註冊優惠"
"484194","幫朋友叫代駕獎勵"
